Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
31,Female,19690,USA,Student,27,3,PC,World of Warcraft,Other,"Lack of innovation,Toxicity,Pay-to-win",3,3,"Endgame content,PvE",5,62,Free-to-play,0,No,Exclusive content,Complexity,4,4,No,No
24,Female,61102,USA,Employed,5,4,PC,Other,MMORPG,"Repetitive quests,Technical issues",1,2,"PvE,Trading,Customization",5,25,Buy-to-play,108,No,Exclusive content,Time commitment,5,3,Yes,No
24,Male,41285,Brazil,Student,11,5,Console,Elder Scrolls Online,FPS,"Other,Toxicity,Pay-to-win",5,4,"Crafting,Story",3,20,Free-to-play,150,No,Progression boost,Complexity,3,2,Yes,No
27,Female,36841,India,Unemployed,12,5,PC,Black Desert,MMORPG,"Repetitive quests,Toxicity",5,2,"Trading,Crafting",2,14,Free-to-play,51,Maybe,"Social reasons,Exclusive content",Technical barriers,4,4,No,Yes
34,Male,18889,Canada,Student,7,7,PC,Guild Wars 2,MMORPG,Too grindy,4,5,"PvE,Crafting",4,11,Free-to-play,0,Maybe,"Progression boost,Supporting devs,Other","Time commitment,Lack of friends,Technical barriers",3,3,No,Maybe
30,Male,45638,Germany,Student,1,4,PC,Elder Scrolls Online,MMORPG,Poor community,4,4,Crafting,4,15,Free-to-play,311,No,"Cosmetics,Progression boost","Technical barriers,Other",4,3,Yes,Maybe
19,Prefer not to say,45469,USA,Self-employed,1,5,PC,Elder Scrolls Online,Casual,"Lack of innovation,Pay-to-win,Poor community",3,2,"PvP,Customization,PvE",2,18,Subscription,129,Maybe,Exclusive content,"Time commitment,Technical barriers,Other",4,4,Yes,No
26,Male,74714,UK,Employed,12,0,Mobile,Black Desert,Strategy,"Lack of innovation,Pay-to-win,Too grindy",5,4,"PvE,Trading,Customization",2,1,Free-to-play,151,No,"Social reasons,Progression boost,Other","Toxicity,Lack of friends,Time commitment",3,5,Yes,Yes
23,Male,26405,UK,Student,19,9,Console,Final Fantasy XIV,MMORPG,"Technical issues,Too grindy",4,4,Story,3,13,Free-to-play,251,No,"Other,Social reasons,Progression boost","Toxicity,Lack of friends,Technical barriers",4,3,Yes,Yes
35,Male,36906,USA,Student,28,0,Console,Final Fantasy XIV,MOBA,"Other,Too grindy,Pay-to-win",3,3,"PvE,Crafting,Social systems",2,20,Free-to-play,0,No,"Social reasons,Other,Supporting devs","Time commitment,Technical barriers",4,3,No,Yes
28,Male,38855,Australia,Student,12,3,Multiple,Elder Scrolls Online,MMORPG,"Toxicity,Lack of innovation,Too grindy",3,4,"Story,Social systems",4,7,Free-to-play,0,No,Other,"Technical barriers,Toxicity,Complexity",4,3,Yes,Yes
31,Female,25517,USA,Unemployed,1,3,Mobile,Lost Ark,MMORPG,Poor community,3,3,Crafting,3,17,Free-to-play,62,No,"Social reasons,Cosmetics","Technical barriers,Lack of friends",4,4,No,Yes
27,Male,39653,USA,Other,16,2,PC,Other,FPS,"Other,Technical issues",5,3,"Exploration,PvE",1,13,Free-to-play,0,No,Cosmetics,"Time commitment,Other",4,5,Yes,Yes
20,Female,47390,USA,Self-employed,1,7,Console,Elder Scrolls Online,Other,"Pay-to-win,Too grindy",3,3,"Story,Crafting,Exploration",1,17,Free-to-play,230,No,"Social reasons,Exclusive content,Progression boost","Toxicity,Time commitment",4,3,Yes,Yes
37,Male,27578,UK,Other,1,7,Console,Lost Ark,MOBA,"Technical issues,Repetitive quests",2,4,"Customization,Trading,Crafting",2,16,Buy-to-play,282,Maybe,"Other,Progression boost","Other,Toxicity",2,3,No,Maybe
25,Male,86575,India,Employed,6,3,Console,Black Desert,MMORPG,"Technical issues,Pay-to-win",4,3,"Exploration,Customization,Crafting",4,44,Subscription,387,No,Progression boost,Technical barriers,2,3,Yes,Yes
25,Female,104437,Other,Other,1,13,Console,Black Desert,MMORPG,Pay-to-win,4,4,Social systems,3,16,Subscription,5,No,Social reasons,"Toxicity,Technical barriers",5,3,Yes,Yes
25,Female,30405,UK,Self-employed,4,8,Mobile,World of Warcraft,MMORPG,Technical issues,4,5,"Customization,Exploration",2,20,Free-to-play,425,Yes,Exclusive content,Other,3,5,No,Yes
24,Female,20207,Australia,Employed,9,10,PC,Other,MMORPG,"Lack of innovation,Other,Toxicity",3,3,"PvP,Customization",4,12,Free-to-play,176,Yes,Cosmetics,"Toxicity,Technical barriers,Other",4,4,Yes,No
22,Male,45065,USA,Unemployed,4,11,PC,Guild Wars 2,MMORPG,Repetitive quests,3,5,"Crafting,Endgame content",3,40,Free-to-play,35,Yes,"Progression boost,Exclusive content",Toxicity,2,2,Yes,Yes
18,Female,34133,India,Self-employed,13,10,Mobile,World of Warcraft,MMORPG,"Lack of innovation,Other,Toxicity",3,3,Exploration,2,15,Subscription,279,Maybe,"Exclusive content,Social reasons,Supporting devs","Time commitment,Lack of friends",5,4,Yes,Maybe
30,Male,93789,USA,Student,14,8,Mobile,World of Warcraft,MMORPG,"Technical issues,Repetitive quests,Toxicity",3,2,"Crafting,Social systems",3,11,Subscription,107,No,Progression boost,Technical barriers,5,4,No,No
34,Male,32288,USA,Employed,9,0,PC,World of Warcraft,MMORPG,Repetitive quests,3,4,"Customization,Social systems",4,19,Subscription,123,Maybe,"Cosmetics,Exclusive content","Lack of friends,Complexity",3,5,No,No
25,Male,71790,UK,Self-employed,8,8,Console,Guild Wars 2,MMORPG,Repetitive quests,4,4,"Endgame content,Exploration,Customization",1,12,Free-to-play,259,No,Exclusive content,Technical barriers,4,4,Yes,Yes
16,Non-binary,27994,Brazil,Other,15,7,PC,Elder Scrolls Online,Other,"Poor community,Other,Too grindy",5,3,"PvP,Social systems",3,12,Subscription,0,Yes,"Social reasons,Exclusive content,Other","Other,Lack of friends,Toxicity",1,4,No,Yes
27,Female,29463,Other,Student,1,8,PC,Guild Wars 2,FPS,"Poor community,Toxicity",3,4,"Social systems,Crafting,Endgame content",4,0,Freemium,9,Yes,Supporting devs,"Toxicity,Lack of friends,Technical barriers",3,5,No,Yes
16,Male,105654,Brazil,Unemployed,13,5,Console,,FPS,Poor community,3,3,Crafting,4,3,Freemium,144,No,"Exclusive content,Progression boost,Cosmetics","Technical barriers,Lack of friends,Time commitment",3,3,No,Maybe
44,Female,49489,USA,Unemployed,16,10,PC,Guild Wars 2,FPS,"Pay-to-win,Technical issues",2,5,"Exploration,Story,PvE",1,5,Subscription,40,Yes,Progression boost,Complexity,4,4,No,Maybe
24,Female,39894,India,Student,4,0,Mobile,Elder Scrolls Online,MMORPG,"Poor community,Repetitive quests",4,4,"Story,Exploration,Social systems",5,5,Free-to-play,190,Maybe,"Other,Exclusive content,Progression boost",Toxicity,3,5,Yes,Yes
33,Female,223025,Germany,Employed,9,9,PC,World of Warcraft,Strategy,Lack of innovation,4,3,"Customization,Story,PvP",1,9,Freemium,297,No,"Cosmetics,Supporting devs","Complexity,Lack of friends,Technical barriers",5,2,No,Yes
17,Female,75912,UK,Student,2,8,Multiple,,MMORPG,Poor community,3,5,"Crafting,PvP",3,21,Freemium,124,Yes,"Progression boost,Exclusive content,Cosmetics","Other,Complexity,Technical barriers",4,2,No,Yes
16,Male,35943,Other,Employed,13,1,Console,Lost Ark,Strategy,"Toxicity,Pay-to-win,Repetitive quests",2,4,Social systems,3,10,Buy-to-play,201,Yes,"Other,Cosmetics,Progression boost",Lack of friends,2,3,Yes,Yes
37,Male,41529,India,Employed,13,15,PC,Final Fantasy XIV,MMORPG,"Too grindy,Other,Poor community",2,4,"Endgame content,Trading,Story",5,9,Free-to-play,211,Yes,Exclusive content,Time commitment,3,3,Yes,Yes
28,Female,59831,Brazil,Employed,20,12,Console,,Other,"Too grindy,Other",3,5,"PvE,Story,Crafting",2,19,Free-to-play,126,Yes,Other,Time commitment,4,4,No,Yes
16,Female,22878,Germany,Employed,12,0,Mobile,Lost Ark,Strategy,"Toxicity,Poor community",4,4,"Exploration,PvE",3,3,Subscription,279,No,Supporting devs,Other,5,4,No,Maybe
29,Male,44394,USA,Employed,16,5,PC,Black Desert,FPS,Technical issues,3,4,"Social systems,PvE,PvP",5,0,Subscription,86,No,"Supporting devs,Other,Cosmetics","Other,Technical barriers,Time commitment",2,5,No,Yes
21,Male,19504,USA,Student,17,12,PC,Elder Scrolls Online,MOBA,Too grindy,4,4,"Trading,Crafting",3,23,Free-to-play,0,Maybe,Cosmetics,"Time commitment,Toxicity,Complexity",3,3,Yes,Maybe
17,Female,34057,USA,Employed,20,8,Multiple,Elder Scrolls Online,MOBA,"Too grindy,Other,Repetitive quests",4,4,"Endgame content,Customization",3,5,Free-to-play,59,Yes,Progression boost,"Complexity,Technical barriers,Lack of friends",4,4,No,Maybe
28,Male,37452,Germany,Self-employed,8,18,Console,Other,MMORPG,"Pay-to-win,Other",4,4,"Endgame content,Exploration",3,8,Free-to-play,82,Yes,"Supporting devs,Progression boost,Other",Other,4,2,No,Yes
16,Male,29189,Other,Employed,13,5,Mobile,Final Fantasy XIV,FPS,"Too grindy,Repetitive quests",5,2,"Social systems,Customization",2,24,Free-to-play,117,No,"Progression boost,Exclusive content,Supporting devs","Toxicity,Complexity,Time commitment",4,5,No,Yes
21,Male,38190,Germany,Employed,9,0,Multiple,Other,FPS,"Repetitive quests,Technical issues,Lack of innovation",3,4,"Story,Social systems",3,16,Subscription,51,Maybe,Other,"Lack of friends,Toxicity",3,5,No,Maybe
22,Male,46492,India,Employed,13,11,PC,,MMORPG,"Poor community,Other,Toxicity",4,2,Exploration,2,16,Subscription,618,No,Supporting devs,"Time commitment,Lack of friends,Toxicity",3,5,No,Yes
27,Female,41201,Other,Student,18,4,Console,Other,FPS,"Too grindy,Technical issues,Toxicity",5,3,"Exploration,Social systems",3,23,Free-to-play,0,No,"Cosmetics,Exclusive content","Complexity,Technical barriers,Toxicity",3,5,Yes,Yes
34,Male,36836,Other,Employed,6,9,Console,Final Fantasy XIV,Other,"Too grindy,Poor community",5,2,"Story,PvP",1,13,Free-to-play,181,No,Cosmetics,Time commitment,3,4,No,Maybe
21,Male,13941,Germany,Employed,8,6,Console,World of Warcraft,MMORPG,"Poor community,Other,Technical issues",3,2,"Story,PvE",2,7,Free-to-play,216,No,Other,Toxicity,5,5,No,No
20,Male,22542,India,Employed,15,8,Mobile,Final Fantasy XIV,FPS,"Repetitive quests,Too grindy",4,1,Social systems,2,11,Freemium,163,Yes,"Cosmetics,Social reasons,Supporting devs",Technical barriers,4,4,No,Maybe
28,Male,41874,Australia,Unemployed,17,7,PC,Black Desert,Strategy,Other,4,3,"Exploration,Customization,Trading",3,15,Free-to-play,134,No,Other,Technical barriers,4,5,No,Yes
27,Female,29013,USA,Self-employed,19,0,Multiple,Final Fantasy XIV,MMORPG,"Technical issues,Poor community",2,4,"Crafting,PvP",4,2,Free-to-play,50,No,"Cosmetics,Progression boost","Time commitment,Lack of friends",3,3,Yes,Maybe
32,Male,57139,India,Employed,11,3,PC,Other,Strategy,Poor community,2,5,PvP,3,6,Free-to-play,193,No,"Exclusive content,Cosmetics","Toxicity,Lack of friends",3,3,No,Yes
29,Male,27701,UK,Student,9,6,PC,Guild Wars 2,FPS,"Too grindy,Repetitive quests",3,4,Crafting,4,5,Subscription,0,Yes,"Exclusive content,Other,Progression boost","Complexity,Other",1,3,No,Maybe
21,Male,44530,Germany,Unemployed,13,0,Console,,FPS,"Technical issues,Other",2,4,"Endgame content,Trading,Exploration",3,8,Free-to-play,0,No,Progression boost,"Other,Toxicity,Complexity",4,5,No,Yes
27,Female,26272,Germany,Other,12,0,PC,Final Fantasy XIV,MMORPG,Lack of innovation,5,4,Endgame content,2,9,Free-to-play,160,Yes,"Social reasons,Cosmetics","Lack of friends,Complexity",3,3,No,No
17,Male,53277,Germany,Employed,6,0,Mobile,Final Fantasy XIV,Casual,"Pay-to-win,Poor community",3,4,"Exploration,Social systems,PvE",2,25,Freemium,155,Yes,Social reasons,"Technical barriers,Time commitment,Complexity",4,3,Yes,No
25,Male,35181,USA,Student,9,8,Console,Elder Scrolls Online,MMORPG,Other,3,2,"Endgame content,Crafting,Customization",2,28,Free-to-play,168,No,"Progression boost,Exclusive content","Technical barriers,Lack of friends",4,2,Yes,No
30,Male,37862,India,Employed,13,2,PC,Lost Ark,MOBA,"Too grindy,Other",4,3,"PvE,Story,Trading",2,17,Free-to-play,0,No,Other,"Lack of friends,Other",4,4,No,No
19,Male,26631,Other,Student,10,7,PC,Black Desert,Casual,"Toxicity,Poor community,Other",3,4,PvP,4,7,Free-to-play,0,No,"Progression boost,Supporting devs",Technical barriers,4,5,No,Maybe
28,Female,23298,USA,Student,11,1,Console,Black Desert,Casual,Technical issues,4,2,"Exploration,Endgame content",2,3,Freemium,116,No,"Supporting devs,Cosmetics","Complexity,Technical barriers",3,4,No,Yes
26,Female,24505,India,Employed,17,5,PC,Final Fantasy XIV,Casual,Poor community,3,5,PvE,3,10,Subscription,283,No,"Other,Exclusive content,Progression boost","Technical barriers,Other",5,3,Yes,No
28,Female,24489,Germany,Unemployed,10,5,Console,Black Desert,Other,Technical issues,4,4,Customization,3,13,Freemium,0,No,"Exclusive content,Other,Progression boost","Complexity,Time commitment,Other",3,3,No,Yes
24,Male,67872,Brazil,Employed,2,4,Multiple,Final Fantasy XIV,MMORPG,"Too grindy,Toxicity",4,3,Crafting,4,10,Free-to-play,133,Yes,Supporting devs,"Lack of friends,Technical barriers",3,4,Yes,Maybe
16,Male,33467,India,Self-employed,14,8,PC,,Other,Lack of innovation,5,3,Crafting,4,6,Free-to-play,272,Yes,Supporting devs,Time commitment,4,3,Yes,Maybe
28,Male,39119,Germany,Student,17,5,PC,Guild Wars 2,MOBA,Too grindy,3,5,"Endgame content,Story,Customization",2,18,Free-to-play,70,Yes,"Cosmetics,Exclusive content",Toxicity,5,3,Yes,Yes
21,Male,86013,Other,Self-employed,8,12,PC,Other,MMORPG,"Pay-to-win,Other",4,3,"Story,Customization,Exploration",2,11,Free-to-play,113,Yes,Other,"Technical barriers,Toxicity",5,5,No,Maybe
21,Female,59909,UK,Unemployed,18,10,PC,Lost Ark,Casual,"Repetitive quests,Technical issues",4,2,"Crafting,Story",2,2,Freemium,73,Yes,"Other,Supporting devs",Other,4,4,Yes,Yes
34,Male,47613,Germany,Unemployed,1,0,PC,Other,MMORPG,"Repetitive quests,Poor community",4,3,Endgame content,3,0,Buy-to-play,4,Maybe,"Social reasons,Exclusive content,Supporting devs",Technical barriers,3,4,No,Yes
27,Female,89682,USA,Employed,3,9,Multiple,Other,Casual,Lack of innovation,4,4,PvP,2,20,Free-to-play,689,Maybe,Cosmetics,Lack of friends,3,3,Yes,Yes
24,Female,51256,USA,Employed,2,5,Console,Guild Wars 2,FPS,Too grindy,4,4,"Customization,PvP,Trading",4,18,Free-to-play,99,Maybe,"Other,Exclusive content,Progression boost",Technical barriers,4,4,No,Maybe
28,Female,16109,Brazil,Unemployed,9,0,PC,Guild Wars 2,Casual,"Other,Pay-to-win",5,3,"PvE,Social systems",2,19,Free-to-play,154,No,"Supporting devs,Exclusive content,Other","Toxicity,Time commitment",2,3,Yes,Maybe
23,Female,16776,Australia,Employed,6,5,Console,Lost Ark,Other,Repetitive quests,3,2,Customization,4,11,Free-to-play,532,Yes,"Exclusive content,Supporting devs,Other","Time commitment,Toxicity,Complexity",4,3,No,No
29,Male,33405,India,Employed,4,8,Mobile,World of Warcraft,Other,Poor community,5,4,PvE,3,7,Subscription,0,No,Cosmetics,"Time commitment,Other",5,5,Yes,No
36,Female,33931,UK,Employed,2,1,PC,Guild Wars 2,Casual,"Pay-to-win,Too grindy,Technical issues",2,3,"Exploration,PvE",4,10,Freemium,139,Yes,"Exclusive content,Supporting devs","Other,Technical barriers,Lack of friends",5,3,Yes,Yes
40,Male,108667,Germany,Student,10,3,Multiple,Black Desert,Strategy,Technical issues,4,3,Exploration,1,22,Subscription,258,Yes,Exclusive content,"Technical barriers,Time commitment,Other",4,2,Yes,Yes
17,Male,42345,USA,Employed,8,4,PC,Elder Scrolls Online,MMORPG,Too grindy,5,4,Story,5,4,Free-to-play,55,No,Exclusive content,"Toxicity,Complexity,Lack of friends",4,4,No,No
36,Male,49526,India,Student,26,8,PC,Lost Ark,Other,"Too grindy,Other,Repetitive quests",5,3,Social systems,3,19,Buy-to-play,309,No,Exclusive content,Complexity,4,3,No,Yes
35,Male,13413,Australia,Employed,1,8,PC,World of Warcraft,Strategy,"Lack of innovation,Toxicity",4,4,"Exploration,Customization,Social systems",3,16,Free-to-play,0,No,Social reasons,Lack of friends,4,4,Yes,Yes
34,Male,109839,Canada,Self-employed,13,7,Mobile,Elder Scrolls Online,MMORPG,Pay-to-win,2,3,"Customization,PvP,PvE",3,20,Free-to-play,20,No,Other,"Other,Time commitment,Toxicity",4,3,Yes,Maybe
24,Female,45453,USA,Employed,8,4,PC,Lost Ark,MMORPG,Poor community,2,3,"Customization,PvE",3,7,Subscription,154,No,"Progression boost,Cosmetics,Supporting devs","Toxicity,Technical barriers,Other",4,4,Yes,Yes
32,Male,53518,USA,Unemployed,9,4,Multiple,Final Fantasy XIV,MMORPG,"Toxicity,Other",4,4,"Exploration,Customization,Crafting",5,21,Free-to-play,29,Maybe,"Social reasons,Progression boost,Supporting devs","Lack of friends,Time commitment",3,4,No,Yes
33,Male,64182,USA,Self-employed,11,0,Console,Final Fantasy XIV,Other,Too grindy,3,4,"Exploration,Crafting",3,3,Free-to-play,105,No,"Supporting devs,Progression boost,Social reasons","Other,Complexity,Technical barriers",4,2,No,Maybe
33,Male,33230,Germany,Employed,22,3,Console,Final Fantasy XIV,MMORPG,"Toxicity,Poor community,Other",2,3,"Crafting,Endgame content",3,8,Free-to-play,71,Yes,"Other,Social reasons,Progression boost",Toxicity,4,3,No,Yes
25,Male,17075,USA,Student,15,5,PC,Black Desert,MOBA,"Other,Pay-to-win",5,3,"PvE,PvP,Social systems",1,16,Free-to-play,145,Maybe,Cosmetics,Lack of friends,2,2,No,Yes
36,Non-binary,81393,UK,Self-employed,1,4,Mobile,Elder Scrolls Online,MOBA,Other,5,3,"Endgame content,Social systems,Story",2,9,Free-to-play,675,Yes,"Exclusive content,Supporting devs,Social reasons","Toxicity,Lack of friends",2,5,Yes,Yes
16,Female,45416,Other,Employed,19,0,PC,Final Fantasy XIV,Casual,"Repetitive quests,Other,Too grindy",3,5,Endgame content,3,7,Free-to-play,256,No,"Other,Cosmetics","Technical barriers,Complexity",5,4,No,Maybe
19,Male,32639,USA,Student,14,5,PC,Lost Ark,MMORPG,Technical issues,4,2,"Customization,PvP",2,13,Free-to-play,36,No,"Supporting devs,Cosmetics","Lack of friends,Other",3,2,Yes,Yes
26,Male,39090,Australia,Self-employed,17,6,Mobile,Final Fantasy XIV,MOBA,Poor community,3,5,"Trading,Social systems,Exploration",1,16,Free-to-play,500,Yes,"Cosmetics,Supporting devs,Exclusive content","Toxicity,Other",3,2,No,Yes
31,Female,38843,Other,Employed,11,1,Multiple,Lost Ark,Other,Too grindy,3,3,"PvE,Crafting",3,4,Freemium,272,Yes,"Cosmetics,Exclusive content,Supporting devs","Lack of friends,Time commitment,Complexity",2,3,No,Maybe
37,Male,161435,USA,Student,1,6,PC,World of Warcraft,MMORPG,"Too grindy,Other",3,3,Crafting,2,34,Free-to-play,67,Yes,"Other,Progression boost,Supporting devs",Technical barriers,2,5,No,Maybe
30,Male,27358,USA,Employed,4,8,Console,Lost Ark,MMORPG,"Toxicity,Repetitive quests,Poor community",3,2,Exploration,5,8,Subscription,294,Yes,Progression boost,"Lack of friends,Complexity",5,2,No,Yes
33,Female,28977,India,Employed,3,4,Mobile,Guild Wars 2,Other,"Other,Toxicity",4,3,Exploration,2,21,Free-to-play,113,No,"Supporting devs,Progression boost",Toxicity,3,4,No,Maybe
27,Male,11375,Other,Employed,15,7,Console,Other,MOBA,"Lack of innovation,Other",4,4,"Crafting,Endgame content",2,14,Free-to-play,0,Maybe,"Supporting devs,Social reasons","Toxicity,Technical barriers,Other",4,5,No,Maybe
19,Female,27449,India,Employed,6,6,Multiple,Final Fantasy XIV,Strategy,"Other,Poor community",2,4,Crafting,3,16,Freemium,0,Yes,"Other,Social reasons","Lack of friends,Technical barriers,Complexity",4,4,No,Yes
31,Male,48359,Canada,Employed,13,10,PC,Black Desert,FPS,Too grindy,5,3,"Exploration,Endgame content",4,11,Free-to-play,83,No,"Social reasons,Progression boost,Exclusive content","Complexity,Lack of friends,Other",2,3,Yes,No
19,Male,31827,India,Self-employed,3,4,Mobile,Elder Scrolls Online,MOBA,"Technical issues,Other,Repetitive quests",3,4,"PvP,Customization,Trading",1,0,Buy-to-play,147,Yes,Exclusive content,Time commitment,3,5,Yes,Maybe
27,Male,54359,UK,Self-employed,23,4,Mobile,Final Fantasy XIV,MOBA,Technical issues,3,4,"Endgame content,Customization,PvP",3,10,Free-to-play,280,No,"Supporting devs,Social reasons,Exclusive content",Complexity,3,4,Yes,Maybe
26,Male,25152,India,Employed,12,11,Multiple,Final Fantasy XIV,MMORPG,"Too grindy,Other",4,4,Exploration,3,14,Free-to-play,197,Yes,"Social reasons,Exclusive content,Other","Technical barriers,Lack of friends,Time commitment",4,3,No,Yes
28,Female,51019,Other,Self-employed,3,6,Console,World of Warcraft,MOBA,"Pay-to-win,Technical issues",1,4,"Exploration,Social systems,Customization",3,17,Freemium,48,No,Progression boost,"Toxicity,Complexity",4,5,Yes,Yes
35,Male,39553,USA,Employed,13,10,PC,World of Warcraft,FPS,"Too grindy,Lack of innovation",2,3,Social systems,4,19,Free-to-play,148,No,"Exclusive content,Supporting devs,Social reasons",Complexity,2,3,No,No
21,Female,47359,Other,Student,5,1,PC,Guild Wars 2,FPS,Too grindy,1,5,"Customization,PvE",2,13,Free-to-play,99,No,"Other,Supporting devs,Cosmetics","Lack of friends,Technical barriers",2,2,Yes,Yes
18,Male,27956,USA,Self-employed,14,2,PC,Elder Scrolls Online,MMORPG,Toxicity,5,5,"PvP,Customization,Exploration",4,11,Free-to-play,296,No,"Other,Social reasons",Lack of friends,3,3,No,No
27,Male,57005,India,Student,17,4,Multiple,Lost Ark,MOBA,Pay-to-win,3,4,"PvP,PvE",3,8,Freemium,0,No,Social reasons,Complexity,3,4,Yes,Yes
38,Female,22048,India,Student,8,4,PC,Guild Wars 2,MOBA,"Pay-to-win,Technical issues,Toxicity",5,3,Crafting,2,16,Freemium,47,Yes,Cosmetics,Other,2,3,No,Maybe
38,Male,145905,USA,Student,12,5,PC,Lost Ark,Strategy,"Toxicity,Lack of innovation,Poor community",4,4,"Trading,Endgame content",3,12,Freemium,212,Yes,"Exclusive content,Other,Supporting devs","Time commitment,Other",4,3,No,Yes
21,Male,14920,Other,Employed,28,9,Console,Other,Casual,Lack of innovation,3,3,"Trading,Story",2,24,Buy-to-play,0,Yes,Social reasons,"Toxicity,Time commitment",4,3,Yes,No
31,Female,38100,USA,Employed,1,4,Mobile,World of Warcraft,Strategy,"Other,Pay-to-win,Toxicity",3,4,"Customization,PvP,PvE",4,0,Free-to-play,0,Maybe,"Cosmetics,Social reasons","Lack of friends,Complexity",3,3,Yes,Yes
31,Male,36799,USA,Employed,15,3,PC,Black Desert,Strategy,"Repetitive quests,Other",4,4,"PvP,Trading,Endgame content",2,18,Free-to-play,106,Yes,Social reasons,"Time commitment,Toxicity",5,3,No,Yes
28,Male,39328,USA,Employed,11,7,Mobile,Other,MOBA,"Poor community,Repetitive quests",4,2,Endgame content,4,0,Free-to-play,10,No,"Progression boost,Exclusive content","Other,Lack of friends",3,4,No,Yes
37,Female,15848,Brazil,Unemployed,7,0,Console,Other,FPS,"Poor community,Other,Technical issues",4,4,Trading,4,12,Free-to-play,235,No,Social reasons,"Other,Time commitment,Toxicity",4,3,No,Maybe
16,Prefer not to say,46050,UK,Student,1,11,PC,Guild Wars 2,MMORPG,"Too grindy,Lack of innovation",3,5,"Crafting,Social systems,PvE",3,14,Buy-to-play,127,Yes,"Social reasons,Cosmetics",Toxicity,3,3,Yes,No
28,Male,25258,Brazil,Employed,2,10,Console,Lost Ark,MMORPG,Toxicity,4,4,PvP,5,9,Buy-to-play,271,Maybe,"Progression boost,Social reasons","Complexity,Lack of friends,Other",4,2,Yes,No
38,Male,65864,Germany,Student,11,8,Console,Lost Ark,MOBA,"Toxicity,Technical issues",3,4,Social systems,1,3,Free-to-play,227,Yes,"Cosmetics,Exclusive content,Other","Technical barriers,Lack of friends",3,4,No,Yes
16,Male,101106,Canada,Unemployed,84,5,Mobile,Elder Scrolls Online,MMORPG,Toxicity,3,5,"Endgame content,PvP,Social systems",5,19,Freemium,382,No,"Exclusive content,Other","Technical barriers,Time commitment",3,3,No,Yes
17,Female,50055,Other,Self-employed,13,5,Multiple,,Casual,Lack of innovation,4,5,"PvP,Endgame content,Crafting",1,7,Free-to-play,206,No,"Cosmetics,Social reasons","Complexity,Time commitment,Lack of friends",3,3,Yes,Yes
33,Male,21062,Australia,Student,9,7,Console,Other,Strategy,"Technical issues,Too grindy",3,4,Story,2,23,Subscription,83,Yes,"Supporting devs,Progression boost,Other",Lack of friends,4,4,No,Maybe
21,Male,14375,USA,Unemployed,14,6,PC,Lost Ark,MOBA,"Toxicity,Too grindy",4,3,Customization,2,28,Free-to-play,0,Maybe,"Progression boost,Supporting devs","Toxicity,Other,Complexity",4,3,No,Yes
23,Female,34250,USA,Self-employed,5,8,Console,Black Desert,Strategy,"Other,Poor community",5,4,"PvP,Crafting",3,24,Subscription,167,No,Supporting devs,Complexity,5,3,Yes,Yes
23,Male,30316,UK,Self-employed,8,0,PC,World of Warcraft,FPS,Poor community,4,3,"Trading,Endgame content",1,18,Free-to-play,0,Yes,Progression boost,"Other,Toxicity",3,5,Yes,Maybe
16,Male,18651,USA,Employed,14,10,Mobile,World of Warcraft,MMORPG,"Technical issues,Lack of innovation",2,4,Trading,4,0,Free-to-play,203,Yes,Social reasons,Technical barriers,4,3,No,Yes
34,Male,70843,Brazil,Employed,12,4,PC,Black Desert,Strategy,Poor community,3,3,"PvP,Social systems,Customization",3,9,Subscription,0,Maybe,"Supporting devs,Progression boost,Exclusive content",Complexity,5,4,Yes,Yes
23,Male,61609,UK,Employed,24,0,Multiple,Other,MMORPG,"Pay-to-win,Technical issues",4,2,Social systems,4,13,Freemium,182,Yes,"Social reasons,Exclusive content","Complexity,Time commitment,Lack of friends",3,2,Yes,No
22,Male,49188,Other,Employed,20,1,Mobile,Other,MMORPG,Poor community,5,3,"PvP,Customization,Endgame content",4,7,Buy-to-play,715,No,"Other,Supporting devs,Cosmetics","Complexity,Toxicity",4,2,Yes,Yes
21,Male,44023,UK,Employed,62,2,PC,Elder Scrolls Online,MMORPG,"Pay-to-win,Poor community,Other",5,5,"PvP,Social systems,Trading",3,9,Free-to-play,10,No,Cosmetics,"Other,Toxicity,Complexity",3,2,Yes,Yes
25,Male,84833,UK,Self-employed,7,5,Multiple,Final Fantasy XIV,FPS,"Too grindy,Poor community,Technical issues",2,4,"Social systems,PvP",3,12,Subscription,71,Yes,Progression boost,Technical barriers,3,4,No,No
25,Male,46980,India,Student,13,10,Mobile,Black Desert,Other,"Too grindy,Technical issues",4,4,"Endgame content,Story",4,15,Free-to-play,269,No,"Other,Social reasons","Lack of friends,Complexity,Other",4,2,No,Yes
35,Male,42941,USA,Employed,11,7,PC,Guild Wars 2,Casual,"Lack of innovation,Other,Poor community",3,4,Customization,2,22,Free-to-play,85,Yes,Supporting devs,Toxicity,3,3,No,No
27,Female,44070,Australia,Student,15,1,PC,Black Desert,Casual,"Too grindy,Other,Pay-to-win",2,4,Trading,4,3,Free-to-play,306,Yes,Exclusive content,"Other,Lack of friends,Technical barriers",4,3,Yes,No
